bib,name,status,category,sex,country,Départ,P7,Peyreleau,St André,La Roque,Pierrefich,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
1349,Romain LOUVEAU,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:37:08.000+00:00,2023-10-22T08:23:03.000+00:00,2023-10-22T10:20:48.000+00:00,2023-10-22T12:12:26.000+00:00,2023-10-22T12:56:16.000+00:00,2023-10-22T14:06:54.000+00:00,2023-10-22T15:37:06.000+00:00,2023-10-22T16:18:00.000+00:00,2023-10-22T17:10:53.000+00:00,2023-10-22T18:17:44.000+00:00,2023-10-22T18:52:21.000+00:00,
2574,Charly MESLIN,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:50:10.000+00:00,2023-10-22T08:37:31.000+00:00,2023-10-22T10:23:34.000+00:00,2023-10-22T12:12:28.000+00:00,2023-10-22T12:54:03.000+00:00,2023-10-22T13:49:17.000+00:00,2023-10-22T15:28:44.000+00:00,2023-10-22T16:07:48.000+00:00,2023-10-22T16:58:10.000+00:00,2023-10-22T18:17:40.000+00:00,2023-10-22T18:52:23.000+00:00,
2672,Nicolas WACH,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:55.000+00:00,2023-10-22T08:54:07.000+00:00,2023-10-22T10:47:31.000+00:00,2023-10-22T12:23:15.000+00:00,2023-10-22T13:04:35.000+00:00,2023-10-22T14:00:29.000+00:00,2023-10-22T15:32:31.000+00:00,2023-10-22T16:10:17.000+00:00,2023-10-22T17:04:27.000+00:00,2023-10-22T18:18:10.000+00:00,2023-10-22T18:52:23.000+00:00,
2218,Gilles QUERAN,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:34.000+00:00,2023-10-22T08:35:56.000+00:00,2023-10-22T10:23:25.000+00:00,2023-10-22T12:06:32.000+00:00,2023-10-22T12:46:36.000+00:00,2023-10-22T13:47:20.000+00:00,2023-10-22T15:30:07.000+00:00,2023-10-22T16:11:31.000+00:00,2023-10-22T17:05:49.000+00:00,2023-10-22T18:17:23.000+00:00,2023-10-22T19:02:37.000+00:00,
1772,Thibaut CORLOUER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:33:27.000+00:00,2023-10-22T08:10:19.000+00:00,2023-10-22T10:00:38.000+00:00,2023-10-22T11:59:15.000+00:00,2023-10-22T12:39:06.000+00:00,2023-10-22T13:40:23.000+00:00,2023-10-22T15:30:49.000+00:00,2023-10-22T16:09:39.000+00:00,2023-10-22T17:00:06.000+00:00,2023-10-22T18:15:54.000+00:00,2023-10-22T18:52:36.000+00:00,
2421,Adrien CASSAGNES,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:50:59.000+00:00,2023-10-22T08:35:23.000+00:00,2023-10-22T10:21:24.000+00:00,2023-10-22T12:02:31.000+00:00,2023-10-22T12:42:01.000+00:00,2023-10-22T13:39:08.000+00:00,2023-10-22T15:23:32.000+00:00,2023-10-22T16:03:38.000+00:00,2023-10-22T16:58:46.000+00:00,2023-10-22T18:12:52.000+00:00,2023-10-22T18:52:49.000+00:00,
1352,Francois GUIBAN,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:35:58.000+00:00,2023-10-22T08:15:12.000+00:00,2023-10-22T10:10:53.000+00:00,2023-10-22T12:03:23.000+00:00,2023-10-22T12:44:16.000+00:00,2023-10-22T13:44:58.000+00:00,2023-10-22T15:31:06.000+00:00,2023-10-22T16:14:04.000+00:00,2023-10-22T17:09:02.000+00:00,2023-10-22T18:23:30.000+00:00,2023-10-22T19:25:06.000+00:00,
1241,Fabrice CLIPET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:38:24.000+00:00,2023-10-22T08:20:50.000+00:00,2023-10-22T10:10:26.000+00:00,2023-10-22T11:53:22.000+00:00,2023-10-22T12:33:44.000+00:00,2023-10-22T13:38:23.000+00:00,2023-10-22T15:18:51.000+00:00,2023-10-22T16:05:43.000+00:00,2023-10-22T17:04:24.000+00:00,2023-10-22T18:17:07.000+00:00,2023-10-22T18:52:57.000+00:00,
1161,Gregory LE BIHAN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:56:36.000+00:00,2023-10-22T08:46:29.000+00:00,2023-10-22T10:37:25.000+00:00,2023-10-22T12:36:26.000+00:00,2023-10-22T13:18:09.000+00:00,2023-10-22T14:40:04.000+00:00,2023-10-22T16:06:23.000+00:00,2023-10-22T16:45:20.000+00:00,2023-10-22T17:32:06.000+00:00,2023-10-22T18:28:01.000+00:00,2023-10-22T19:15:27.000+00:00,
1770,Bruno LATAPIE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:46:03.000+00:00,2023-10-22T08:33:23.000+00:00,2023-10-22T10:23:17.000+00:00,2023-10-22T12:04:23.000+00:00,2023-10-22T12:46:50.000+00:00,2023-10-22T13:48:18.000+00:00,2023-10-22T15:37:03.000+00:00,2023-10-22T16:17:04.000+00:00,2023-10-22T17:08:16.000+00:00,2023-10-22T18:18:15.000+00:00,2023-10-22T18:53:00.000+00:00,
1633,Guillaume CECCHINATO,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:45:53.000+00:00,2023-10-22T08:26:46.000+00:00,2023-10-22T10:13:17.000+00:00,2023-10-22T11:58:12.000+00:00,2023-10-22T12:38:16.000+00:00,2023-10-22T13:39:47.000+00:00,2023-10-22T15:23:25.000+00:00,2023-10-22T16:06:38.000+00:00,2023-10-22T17:01:03.000+00:00,2023-10-22T18:14:30.000+00:00,2023-10-22T18:53:27.000+00:00,
1423,Pierre VAYSSET,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:45:56.000+00:00,2023-10-22T08:34:16.000+00:00,2023-10-22T10:26:33.000+00:00,2023-10-22T12:07:52.000+00:00,2023-10-22T12:46:53.000+00:00,2023-10-22T13:52:02.000+00:00,2023-10-22T15:35:33.000+00:00,2023-10-22T16:17:04.000+00:00,2023-10-22T17:10:28.000+00:00,2023-10-22T18:19:25.000+00:00,2023-10-22T18:53:31.000+00:00,
1079,Nicolas COURTADE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:36:10.000+00:00,2023-10-22T08:13:56.000+00:00,2023-10-22T10:10:30.000+00:00,2023-10-22T12:04:38.000+00:00,2023-10-22T12:46:31.000+00:00,2023-10-22T13:44:45.000+00:00,2023-10-22T15:32:27.000+00:00,2023-10-22T16:14:08.000+00:00,2023-10-22T17:08:15.000+00:00,2023-10-22T18:17:33.000+00:00,2023-10-22T18:53:33.000+00:00,
1738,Stéphane REVEST,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:37:06.000+00:00,2023-10-22T08:19:02.000+00:00,2023-10-22T10:08:30.000+00:00,2023-10-22T11:58:47.000+00:00,2023-10-22T12:41:05.000+00:00,2023-10-22T13:42:38.000+00:00,2023-10-22T15:26:52.000+00:00,2023-10-22T16:09:47.000+00:00,2023-10-22T17:04:38.000+00:00,2023-10-22T18:16:03.000+00:00,2023-10-22T18:53:39.000+00:00,
1119,Olivier DESMOULINS,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:37:02.000+00:00,2023-10-22T08:19:13.000+00:00,2023-10-22T10:08:29.000+00:00,2023-10-22T11:58:49.000+00:00,2023-10-22T12:40:56.000+00:00,2023-10-22T13:42:41.000+00:00,2023-10-22T15:26:52.000+00:00,2023-10-22T16:09:49.000+00:00,2023-10-22T17:04:41.000+00:00,2023-10-22T18:16:03.000+00:00,2023-10-22T18:53:39.000+00:00,
1763,Antoine PINEAU,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:36:23.000+00:00,2023-10-22T08:14:47.000+00:00,2023-10-22T10:02:19.000+00:00,2023-10-22T11:47:20.000+00:00,2023-10-22T12:29:17.000+00:00,2023-10-22T13:29:15.000+00:00,2023-10-22T15:23:34.000+00:00,2023-10-22T16:06:11.000+00:00,2023-10-22T17:00:54.000+00:00,2023-10-22T18:16:13.000+00:00,2023-10-22T18:53:49.000+00:00,
1100,Laurent GARLENC,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:27.000+00:00,2023-10-22T08:33:16.000+00:00,2023-10-22T10:24:40.000+00:00,2023-10-22T12:12:51.000+00:00,2023-10-22T12:51:09.000+00:00,2023-10-22T13:50:38.000+00:00,2023-10-22T15:29:31.000+00:00,2023-10-22T16:09:24.000+00:00,2023-10-22T17:00:24.000+00:00,2023-10-22T18:16:35.000+00:00,2023-10-22T18:53:54.000+00:00,
1685,Vincent VILLE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:30:55.000+00:00,2023-10-22T08:07:44.000+00:00,2023-10-22T09:55:46.000+00:00,2023-10-22T11:47:42.000+00:00,2023-10-22T12:27:55.000+00:00,2023-10-22T13:42:20.000+00:00,2023-10-22T15:17:04.000+00:00,2023-10-22T16:05:08.000+00:00,2023-10-22T16:55:08.000+00:00,2023-10-22T18:15:32.000+00:00,2023-10-22T18:53:55.000+00:00,
1422,Romain SCHNEIDER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:37:30.000+00:00,2023-10-22T08:21:30.000+00:00,2023-10-22T10:08:11.000+00:00,2023-10-22T11:54:16.000+00:00,2023-10-22T12:34:57.000+00:00,2023-10-22T13:38:03.000+00:00,2023-10-22T15:31:50.000+00:00,2023-10-22T16:11:21.000+00:00,2023-10-22T17:08:19.000+00:00,2023-10-22T18:18:29.000+00:00,2023-10-22T18:59:01.000+00:00,
1740,Amandine SCHRETTER,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:43:07.000+00:00,2023-10-22T08:28:31.000+00:00,2023-10-22T10:15:11.000+00:00,2023-10-22T12:08:41.000+00:00,2023-10-22T12:49:15.000+00:00,2023-10-22T13:47:33.000+00:00,2023-10-22T15:27:46.000+00:00,2023-10-22T16:10:27.000+00:00,2023-10-22T17:02:13.000+00:00,2023-10-22T18:13:16.000+00:00,2023-10-22T18:54:12.000+00:00,
553,Clément VIN,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:49:35.000+00:00,2023-10-22T08:36:45.000+00:00,2023-10-22T10:20:29.000+00:00,2023-10-22T11:56:38.000+00:00,2023-10-22T12:33:50.000+00:00,2023-10-22T13:36:55.000+00:00,2023-10-22T15:10:14.000+00:00,2023-10-22T15:55:52.000+00:00,2023-10-22T16:53:42.000+00:00,2023-10-22T18:13:23.000+00:00,2023-10-22T18:54:31.000+00:00,
1215,Jules BOUNIOL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:50:59.000+00:00,2023-10-22T08:33:00.000+00:00,2023-10-22T10:15:20.000+00:00,2023-10-22T11:55:38.000+00:00,2023-10-22T12:35:24.000+00:00,2023-10-22T13:34:37.000+00:00,2023-10-22T15:23:10.000+00:00,2023-10-22T16:02:54.000+00:00,2023-10-22T16:55:51.000+00:00,2023-10-22T18:18:48.000+00:00,2023-10-22T18:54:32.000+00:00,
2595,Charles PÉCUSSEAU,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:23.000+00:00,2023-10-22T08:57:00.000+00:00,2023-10-22T10:46:40.000+00:00,2023-10-22T12:35:22.000+00:00,2023-10-22T13:17:31.000+00:00,2023-10-22T14:12:08.000+00:00,2023-10-22T15:55:17.000+00:00,2023-10-22T16:30:21.000+00:00,2023-10-22T17:16:34.000+00:00,2023-10-22T18:23:05.000+00:00,2023-10-22T18:54:33.000+00:00,
501,Jeremy KARPINSKI,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:23:24.000+00:00,2023-10-22T08:02:12.000+00:00,2023-10-22T09:48:14.000+00:00,2023-10-22T11:44:11.000+00:00,2023-10-22T12:26:47.000+00:00,2023-10-22T13:23:52.000+00:00,2023-10-22T15:11:58.000+00:00,2023-10-22T15:51:31.000+00:00,2023-10-22T16:54:46.000+00:00,2023-10-22T18:13:13.000+00:00,2023-10-22T18:59:49.000+00:00,
508,Xavier DUMONT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:23:25.000+00:00,2023-10-22T08:02:13.000+00:00,2023-10-22T09:48:15.000+00:00,2023-10-22T11:44:13.000+00:00,2023-10-22T12:26:47.000+00:00,2023-10-22T13:24:25.000+00:00,2023-10-22T15:11:48.000+00:00,2023-10-22T15:59:24.000+00:00,2023-10-22T16:54:47.000+00:00,2023-10-22T18:13:12.000+00:00,2023-10-22T18:59:49.000+00:00,
431,Florian DUMONT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:23:24.000+00:00,2023-10-22T08:02:13.000+00:00,2023-10-22T09:48:13.000+00:00,2023-10-22T11:44:13.000+00:00,2023-10-22T12:26:46.000+00:00,2023-10-22T13:24:18.000+00:00,2023-10-22T15:11:48.000+00:00,2023-10-22T15:59:23.000+00:00,2023-10-22T16:54:38.000+00:00,2023-10-22T18:13:07.000+00:00,2023-10-22T18:59:51.000+00:00,
939,Pierrick FOURNIER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:07.000+00:00,2023-10-22T08:32:17.000+00:00,2023-10-22T10:28:30.000+00:00,2023-10-22T12:05:01.000+00:00,2023-10-22T12:47:13.000+00:00,2023-10-22T13:54:02.000+00:00,2023-10-22T15:23:23.000+00:00,2023-10-22T16:04:11.000+00:00,2023-10-22T17:00:38.000+00:00,2023-10-22T18:17:27.000+00:00,2023-10-22T18:54:51.000+00:00,
718,David BICHON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:20:58.000+00:00,2023-10-22T07:55:53.000+00:00,2023-10-22T09:40:58.000+00:00,2023-10-22T11:25:17.000+00:00,2023-10-22T12:00:33.000+00:00,2023-10-22T13:04:19.000+00:00,2023-10-22T14:49:49.000+00:00,2023-10-22T15:54:54.000+00:00,2023-10-22T16:49:48.000+00:00,2023-10-22T18:15:30.000+00:00,2023-10-22T19:17:46.000+00:00,
637,Clément HUCHE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:26:45.000+00:00,2023-10-22T08:17:17.000+00:00,2023-10-22T10:11:54.000+00:00,2023-10-22T12:04:31.000+00:00,2023-10-22T12:46:29.000+00:00,2023-10-22T13:51:48.000+00:00,2023-10-22T15:37:10.000+00:00,2023-10-22T16:20:22.000+00:00,2023-10-22T17:12:10.000+00:00,2023-10-22T18:20:41.000+00:00,2023-10-22T18:54:53.000+00:00,
1082,Pierre-Yves HENRY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:38:21.000+00:00,2023-10-22T08:25:41.000+00:00,2023-10-22T10:22:53.000+00:00,2023-10-22T12:12:09.000+00:00,2023-10-22T12:56:53.000+00:00,2023-10-22T13:58:54.000+00:00,2023-10-22T15:42:41.000+00:00,2023-10-22T16:25:16.000+00:00,2023-10-22T17:16:23.000+00:00,2023-10-22T18:23:17.000+00:00,2023-10-22T18:54:54.000+00:00,
1489,Eric BIZIEUX,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:33:41.000+00:00,2023-10-22T08:12:30.000+00:00,2023-10-22T10:08:11.000+00:00,2023-10-22T11:50:48.000+00:00,2023-10-22T12:31:10.000+00:00,2023-10-22T13:36:25.000+00:00,2023-10-22T15:18:21.000+00:00,2023-10-22T16:03:37.000+00:00,2023-10-22T17:03:17.000+00:00,2023-10-22T18:19:53.000+00:00,2023-10-22T18:54:59.000+00:00,
547,Caroline ROUSSEAU,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:25:32.000+00:00,2023-10-22T08:09:06.000+00:00,2023-10-22T10:02:38.000+00:00,2023-10-22T11:50:25.000+00:00,2023-10-22T12:31:35.000+00:00,2023-10-22T13:34:28.000+00:00,2023-10-22T15:16:22.000+00:00,2023-10-22T15:58:22.000+00:00,2023-10-22T16:56:02.000+00:00,2023-10-22T18:15:35.000+00:00,2023-10-22T18:55:05.000+00:00,
1822,François MARIEL,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:35:32.000+00:00,2023-10-22T08:17:17.000+00:00,2023-10-22T10:11:01.000+00:00,2023-10-22T12:02:27.000+00:00,2023-10-22T12:45:45.000+00:00,2023-10-22T13:45:36.000+00:00,2023-10-22T15:28:55.000+00:00,2023-10-22T16:12:17.000+00:00,2023-10-22T17:05:22.000+00:00,2023-10-22T18:16:49.000+00:00,2023-10-22T19:03:09.000+00:00,
1152,David DROUARD,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:40:26.000+00:00,2023-10-22T08:26:16.000+00:00,2023-10-22T10:19:09.000+00:00,2023-10-22T12:11:10.000+00:00,2023-10-22T12:51:47.000+00:00,2023-10-22T13:47:00.000+00:00,2023-10-22T15:28:38.000+00:00,2023-10-22T16:07:47.000+00:00,2023-10-22T16:55:32.000+00:00,2023-10-22T18:13:12.000+00:00,2023-10-22T18:55:15.000+00:00,
1710,Corentin MALET,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:43:02.000+00:00,2023-10-22T08:26:41.000+00:00,2023-10-22T10:11:45.000+00:00,2023-10-22T11:48:55.000+00:00,2023-10-22T12:31:27.000+00:00,2023-10-22T13:36:40.000+00:00,2023-10-22T15:35:59.000+00:00,2023-10-22T16:17:29.000+00:00,2023-10-22T17:11:17.000+00:00,2023-10-22T18:21:38.000+00:00,2023-10-22T18:55:19.000+00:00,
1756,Mathieu HOOGSTOEL,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:33:34.000+00:00,2023-10-22T08:07:54.000+00:00,2023-10-22T09:51:05.000+00:00,2023-10-22T11:31:58.000+00:00,2023-10-22T12:11:57.000+00:00,2023-10-22T13:15:22.000+00:00,2023-10-22T15:01:34.000+00:00,2023-10-22T15:54:46.000+00:00,2023-10-22T16:52:46.000+00:00,2023-10-22T18:11:19.000+00:00,2023-10-22T18:55:23.000+00:00,
1162,Sandra BRENGEL,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:46:12.000+00:00,2023-10-22T08:32:07.000+00:00,2023-10-22T10:21:21.000+00:00,2023-10-22T12:11:52.000+00:00,2023-10-22T12:53:05.000+00:00,2023-10-22T13:49:59.000+00:00,2023-10-22T15:28:29.000+00:00,2023-10-22T16:09:38.000+00:00,2023-10-22T17:03:02.000+00:00,2023-10-22T18:17:46.000+00:00,2023-10-22T18:55:27.000+00:00,
2579,Joël MOREAU,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:35:42.000+00:00,2023-10-22T08:17:18.000+00:00,2023-10-22T10:08:52.000+00:00,2023-10-22T11:50:12.000+00:00,2023-10-22T12:33:38.000+00:00,2023-10-22T13:36:14.000+00:00,2023-10-22T15:18:19.000+00:00,2023-10-22T16:03:33.000+00:00,2023-10-22T16:59:59.000+00:00,2023-10-22T18:14:49.000+00:00,2023-10-22T18:56:07.000+00:00,
1224,Denis LE MORZADEC,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:41:58.000+00:00,2023-10-22T08:26:48.000+00:00,2023-10-22T10:19:46.000+00:00,2023-10-22T12:08:19.000+00:00,2023-10-22T12:50:42.000+00:00,2023-10-22T13:51:33.000+00:00,2023-10-22T15:29:33.000+00:00,2023-10-22T16:12:44.000+00:00,2023-10-22T17:04:12.000+00:00,2023-10-22T18:17:40.000+00:00,2023-10-22T18:56:08.000+00:00,
1148,Olivier BALMES,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:24:34.000+00:00,2023-10-22T08:03:08.000+00:00,2023-10-22T09:58:02.000+00:00,2023-10-22T11:51:28.000+00:00,2023-10-22T12:33:18.000+00:00,2023-10-22T13:32:48.000+00:00,2023-10-22T15:22:22.000+00:00,2023-10-22T16:08:48.000+00:00,2023-10-22T17:00:43.000+00:00,2023-10-22T18:17:51.000+00:00,2023-10-22T18:56:12.000+00:00,
1640,Martin FRADIN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:24:32.000+00:00,2023-10-22T08:03:07.000+00:00,2023-10-22T09:57:59.000+00:00,2023-10-22T11:51:28.000+00:00,2023-10-22T12:33:22.000+00:00,2023-10-22T13:32:48.000+00:00,2023-10-22T15:22:30.000+00:00,2023-10-22T16:08:49.000+00:00,2023-10-22T17:03:53.000+00:00,2023-10-22T18:17:50.000+00:00,2023-10-22T18:56:14.000+00:00,
1310,Mickael BLIN,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:38:58.000+00:00,2023-10-22T08:27:56.000+00:00,2023-10-22T10:20:36.000+00:00,2023-10-22T12:08:45.000+00:00,2023-10-22T12:52:05.000+00:00,2023-10-22T13:49:25.000+00:00,2023-10-22T15:31:46.000+00:00,2023-10-22T16:14:19.000+00:00,2023-10-22T17:05:48.000+00:00,2023-10-22T18:17:41.000+00:00,2023-10-22T19:01:36.000+00:00,
1029,Carlos RUIVO,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:33:14.000+00:00,2023-10-22T08:10:18.000+00:00,2023-10-22T09:59:43.000+00:00,2023-10-22T11:51:02.000+00:00,2023-10-22T12:38:57.000+00:00,2023-10-22T13:37:02.000+00:00,2023-10-22T15:23:40.000+00:00,2023-10-22T16:06:00.000+00:00,2023-10-22T16:58:20.000+00:00,2023-10-22T18:18:00.000+00:00,2023-10-22T18:56:18.000+00:00,
548,Marion BAGLIN,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:23:30.000+00:00,2023-10-22T08:03:52.000+00:00,2023-10-22T09:51:12.000+00:00,2023-10-22T11:30:27.000+00:00,2023-10-22T12:11:51.000+00:00,2023-10-22T13:15:10.000+00:00,2023-10-22T15:04:10.000+00:00,2023-10-22T15:49:32.000+00:00,2023-10-22T16:47:42.000+00:00,2023-10-22T18:12:49.000+00:00,2023-10-22T18:56:33.000+00:00,
2533,Guillaume LARRIBE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:46:08.000+00:00,2023-10-22T08:23:50.000+00:00,2023-10-22T10:09:18.000+00:00,2023-10-22T12:02:20.000+00:00,2023-10-22T12:46:39.000+00:00,2023-10-22T13:46:27.000+00:00,2023-10-22T15:28:01.000+00:00,2023-10-22T16:11:35.000+00:00,2023-10-22T17:01:22.000+00:00,2023-10-22T18:18:56.000+00:00,2023-10-22T18:56:41.000+00:00,
1555,Patrick CABANNE,FINISHER,M5-M6H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:33:23.000+00:00,2023-10-22T08:13:12.000+00:00,2023-10-22T10:08:06.000+00:00,2023-10-22T12:02:51.000+00:00,2023-10-22T12:42:00.000+00:00,2023-10-22T13:43:33.000+00:00,2023-10-22T15:31:18.000+00:00,2023-10-22T16:13:51.000+00:00,2023-10-22T17:07:22.000+00:00,2023-10-22T18:20:40.000+00:00,2023-10-22T18:57:40.000+00:00,
999,Romain GALVAIRE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:31:38.000+00:00,2023-10-22T08:09:01.000+00:00,2023-10-22T10:01:25.000+00:00,2023-10-22T11:45:24.000+00:00,2023-10-22T12:30:49.000+00:00,2023-10-22T13:36:20.000+00:00,2023-10-22T15:33:55.000+00:00,2023-10-22T16:17:43.000+00:00,2023-10-22T17:13:27.000+00:00,2023-10-22T18:20:17.000+00:00,2023-10-22T18:57:42.000+00:00,
2546,Pierre-Marie LEBRUN,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:53:07.000+00:00,2023-10-22T08:40:18.000+00:00,2023-10-22T10:28:23.000+00:00,2023-10-22T12:09:01.000+00:00,2023-10-22T12:49:14.000+00:00,2023-10-22T13:49:50.000+00:00,2023-10-22T15:34:25.000+00:00,2023-10-22T16:13:13.000+00:00,2023-10-22T17:03:56.000+00:00,2023-10-22T18:19:48.000+00:00,2023-10-22T18:57:57.000+00:00,
2078,Laurent CAMELIN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:46:47.000+00:00,2023-10-22T08:21:51.000+00:00,2023-10-22T10:11:53.000+00:00,2023-10-22T11:51:34.000+00:00,2023-10-22T12:31:06.000+00:00,2023-10-22T13:44:07.000+00:00,2023-10-22T15:24:33.000+00:00,2023-10-22T16:04:26.000+00:00,2023-10-22T16:57:11.000+00:00,2023-10-22T18:25:06.000+00:00,2023-10-22T18:58:05.000+00:00,
576,Christopher BATTAIS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:22:44.000+00:00,2023-10-22T07:54:28.000+00:00,2023-10-22T09:50:11.000+00:00,2023-10-22T11:36:38.000+00:00,2023-10-22T12:20:31.000+00:00,2023-10-22T13:33:56.000+00:00,2023-10-22T15:22:24.000+00:00,2023-10-22T16:06:28.000+00:00,2023-10-22T17:08:48.000+00:00,2023-10-22T18:21:38.000+00:00,2023-10-22T18:59:02.000+00:00,
1566,Ludovic ROUSSEL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:40:10.000+00:00,2023-10-22T08:21:25.000+00:00,2023-10-22T10:08:59.000+00:00,2023-10-22T11:50:05.000+00:00,2023-10-22T12:31:02.000+00:00,2023-10-22T13:33:54.000+00:00,2023-10-22T15:22:24.000+00:00,2023-10-22T16:06:28.000+00:00,2023-10-22T17:08:47.000+00:00,2023-10-22T18:21:39.000+00:00,2023-10-22T20:59:08.000+00:00,
1648,Tanguy LE ROUGE DE GUERDAVID,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:18.000+00:00,2023-10-22T08:40:29.000+00:00,2023-10-22T10:32:15.000+00:00,2023-10-22T12:20:05.000+00:00,2023-10-22T12:59:19.000+00:00,2023-10-22T14:01:46.000+00:00,2023-10-22T15:35:00.000+00:00,2023-10-22T16:17:30.000+00:00,2023-10-22T17:11:15.000+00:00,2023-10-22T18:23:01.000+00:00,2023-10-22T20:04:24.000+00:00,
1478,Pascal LE VIOL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:31:55.000+00:00,2023-10-22T08:07:20.000+00:00,2023-10-22T09:54:34.000+00:00,2023-10-22T11:40:02.000+00:00,2023-10-22T12:18:51.000+00:00,2023-10-22T13:27:57.000+00:00,2023-10-22T15:26:41.000+00:00,2023-10-22T16:08:50.000+00:00,2023-10-22T17:03:01.000+00:00,2023-10-22T18:22:38.000+00:00,2023-10-22T19:00:22.000+00:00,
